asset_number,manufacturer,category,size,manufacturing_date,asset_name,decommissioned_date
SAID-0011154,"Nor-Lake, Inc.",Ice Crusher,0,5/18/2023,N14CRSS-A,6/4/2024
SAID-0010642,"Hoshizaki America, Inc.",Ice Maker,700,1/3/2018,KML-700MAJ,6/4/2024
SAID-0008057,"Hoshizaki America, Inc.",Ice Maker,500,8/1/2017,KML-500MAJ,6/4/2024
SAID-0007881,"Hoshizaki America, Inc.",Ice Maker,451,7/1/2006,KML-451MAH,6/4/2024
SAID-0007803,"Hoshizaki America, Inc.",Ice Maker,451,1/1/2016,KML-451MAH,6/4/2024
SAID-0006971,"Hoshizaki America, Inc.",Ice Maker,901,1/1/2017,KM-901MAH,6/4/2024
SAID-0006840,"Hoshizaki America, Inc.",Ice Maker,900,4/1/2017,KM-900MWH,6/4/2024
SAID-0002636,"Hoshizaki America, Inc.",Bin,0,7/1/2022,B-800PF,-
SAID-0005800,"Hoshizaki America, Inc.",Ice Maker,260,4/1/2017,KM-260BAH,-
SAID-0006778,"Hoshizaki America, Inc.",Ice Maker,650,5/1/2018,KM-650MWJ,6/4/2024
SAID-0010186,"Hoshizaki America, Inc.",Ice Maker,1301,1/1/2018,KM-1301SWH,6/4/2024
SAID-0004703,"Hoshizaki America, Inc.",Ice Maker,1200,7/1/2016,KM-1200SWE,6/4/2024
SAID-0009101,Koolaire,"Ice Maker, Self Contained",150,11/30/2021,KDF-0150A,6/3/2024
SAID-0004128,"Hoshizaki America, Inc.",Ice Maker,200,6/1/2016,IM-200BAA,6/3/2024
SAID-0009021,Kold-Draft,Ice Maker,#N/A,12/15/2022,GBX564AC,6/3/2024
SAID-0004089,"Hoshizaki America, Inc.",Ice Maker,650,7/1/2020,FD-650MAJ-C,6/3/2024
SAID-0011017,"Hoshizaki America, Inc.",Bin,0,5/8/2017,B-500PF,-
SAID-0003983,"Hoshizaki America, Inc.",Ice Maker,450,10/27/2021,F-450MAJ-C,6/3/2024
SAID-0003981,"Hoshizaki America, Inc.",Ice Maker,450,5/1/2019,F-450MAJ-C,6/3/2024
SAID-0001043,"Hoshizaki America, Inc.",Bin,0,7/1/2017,B-300PF,6/3/2024
SAID-0004393,"Hoshizaki America, Inc.",Ice Maker,500,3/1/2017,IM-500SAA,-
SAID-0003942,"Hoshizaki America, Inc.",Ice Maker,450,8/1/2017,F-450MAJ,6/3/2024
SAID-0010253,"Hoshizaki America, Inc.",Ice Maker,500,3/1/2017,IM-500SAA,6/3/2024
SAID-0010131,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,12/1/2017,DCM-300BAH,5/31/2024
SAID-0003561,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,500,5/1/2016,DCM-500BAH,5/31/2024
SAID-0003389,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,11/28/2017,DCM-270BAH,5/31/2024
SAID-0010704,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,1/1/2017,CF1B-FS,5/31/2024
SAID-0010702,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,4/1/2012,CF1B-FS,5/31/2024
SAID-0010236,"Hoshizaki America, Inc.",Bin,0,6/1/2016,B-900PF,5/31/2024
SAID-0002922,"Hoshizaki America, Inc.",Bin,0,3/1/2020,B-900PF,5/31/2024
SAID-0002819,"Hoshizaki America, Inc.",Bin,0,7/28/2004,B-900PF,5/31/2024
SAID-0002762,"Hoshizaki America, Inc.",Bin,0,8/31/2018,B-900PF,5/31/2024
SAID-0002186,"Hoshizaki America, Inc.",Bin,0,11/1/2016,B-700PF,5/31/2024
SAID-0001996,"Hoshizaki America, Inc.",Bin,0,12/15/2022,B-500SF,5/31/2024
SAID-0011032,"Hoshizaki America, Inc.",Bin,0,6/17/2014,B-500PF,5/31/2024
SAID-0010221,"Hoshizaki America, Inc.",Bin,0,5/1/2017,B-500PF,10/27/2023
SAID-0010223,"Hoshizaki America, Inc.",Bin,0,1/1/2021,B-500PF,5/31/2024
SAID-0010220,"Hoshizaki America, Inc.",Bin,0,12/1/2017,B-500PF,5/31/2024
SAID-0001877,"Hoshizaki America, Inc.",Bin,0,11/1/2007,B-500PF,5/31/2024
SAID-0001646,"Hoshizaki America, Inc.",Bin,0,5/1/2017,B-500PF,5/31/2024
SAID-0001407,"Hoshizaki America, Inc.",Bin,0,7/1/2013,B-500PF,5/31/2024
SAID-0001331,"Hoshizaki America, Inc.",Bin,0,7/1/2011,B-500PF,5/31/2024
SAID-0010216,"Hoshizaki America, Inc.",Bin,0,2/1/2017,B-300PF,5/31/2024
SAID-0001163,"Hoshizaki America, Inc.",Bin,0,2/1/2005,B-300PF,5/31/2024
SAID-0001135,"Hoshizaki America, Inc.",Bin,0,12/1/2020,B-300PF,5/31/2024
SAID-0001086,"Hoshizaki America, Inc.",Bin,0,10/1/2018,B-300PF,5/31/2024
SAID-0001057,"Hoshizaki America, Inc.",Bin,0,1/1/2017,B-300PF,5/31/2024
SAID-0000865,"Hoshizaki America, Inc.",Bin,0,6/1/2012,B-300PF,5/31/2024
SAID-0000863,"Hoshizaki America, Inc.",Bin,0,10/1/2012,B-300PF,5/31/2024
SAID-0010993,"Hoshizaki America, Inc.",Ice Maker,451,5/10/2016,KML-451MAH,5/31/2024
SAID-0001693,"Hoshizaki America, Inc.",Bin,0,11/1/2018,B-500PF,5/31/2024
SAID-0003262,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,4/1/2016,CRMR72-30M,-
SAID-0000994,"Hoshizaki America, Inc.",Bin,0,10/1/2016,B-300PF,5/31/2024
SAID-0000988,"Hoshizaki America, Inc.",Bin,0,8/1/2016,B-300PF,5/31/2024
SAID-0006766,"Hoshizaki America, Inc.",Ice Maker,650,4/1/2016,KM-650MWH,5/31/2024
SAID-0001122,"Hoshizaki America, Inc.",Bin,0,7/1/2019,B-300PF,-
SAID-0004074,"Hoshizaki America, Inc.",Ice Maker,801,3/1/2016,F-801MWH-C,10/25/2023
SAID-0001537,"Hoshizaki America, Inc.",Bin,0,2/1/2016,B-500PF,-
SAID-0003964,"Hoshizaki America, Inc.",Ice Maker,450,7/1/2017,F-450MAJ-C,-
SAID-0009376,Manitowoc Ice,Ice Maker,454,10/18/2017,IY0454A,-
SAID-0005710,"Hoshizaki America, Inc.",Ice Maker,255,5/1/2007,KM-255BAH,-
SAID-0009173,Koolaire,Ice Maker,500,2/8/2022,KYT-0500A,-
SAID-0009172,Koolaire,Ice Maker,500,2/17/2022,KYT-0500A,-
SAID-0000434,"Follett Products, LLC",Bin,0,10/30/2013,SG700S-30,-
SAID-0000300,"Follett Products, LLC",Bin,0,10/30/2013,SG1010S-48,-
SAID-0008608,"Hoshizaki America, Inc.",Stand,0,12/1/2016,SD-500,-
SAID-0003265,"Follett Products, LLC",Ice Bagger,0,9/16/2009,DB1000,-
SAID-0003234,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,4/1/2018,CRMR48-12M,-
SAID-0011954,Scotsman Ice Systems,Heavy Machinery,630,4/19/2016,C0630MA-32,-
SAID-0001278,"Hoshizaki America, Inc.",Bin,0,8/1/2018,B-500PD,-
SAID-0011835,"Hoshizaki America, Inc.",Bin,0,8/28/2017,B-300PF,-
SAID-0000712,"Hoshizaki America, Inc.",Bin,0,6/1/2018,B-1650SS,-
SAID-0000600,"Hoshizaki America, Inc.",Bin,0,1/1/2018,B-1300SS,-
SAID-0009208,Lancer Worldwide,Ice Dispenser,0,1/23/2020,85-4420H,-
SAID-0002013,"Hoshizaki America, Inc.",Bin,0,11/1/2014,B-700PD,-
SAID-0002458,"Hoshizaki America, Inc.",Bin,0,2/1/2008,B-700PF,-
SAID-0000849,"Hoshizaki America, Inc.",Bin,0,9/20/2011,B-300PF,-
SAID-0008924,"Hoshizaki America, Inc.",Remote Condenser,0,11/12/2012,URC-9F,-
SAID-0002507,"Hoshizaki America, Inc.",Bin,0,6/1/2012,B-800PF,-
SAID-0002538,"Hoshizaki America, Inc.",Bin,0,11/1/2014,B-800PF,-
SAID-0002681,"Hoshizaki America, Inc.",Bin,0,2/1/2015,B-800SF,-
SAID-0001919,"Hoshizaki America, Inc.",Bin,0,2/1/2010,B-500PF,-
SAID-0002434,"Hoshizaki America, Inc.",Bin,0,7/1/2003,B-700PF,-
SAID-0001697,"Hoshizaki America, Inc.",Bin,0,12/1/2018,B-500PF,-
SAID-0001260,"Hoshizaki America, Inc.",Bin,0,9/1/2000,B-500PC,-
SAID-0011591,Manitowoc Ice,Ice Maker,620,11/16/2023,IYT0620A,-
SAID-0009789,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,3/24/2017,TBB-24GAL-48,-
SAID-0000243,"Follett Products, LLC",Bin,0,1/30/2018,LSG1010S,-
SAID-0009554,MGR Equipment Corp.,Ice Bagger,0,10/5/2020,SD-900-AL,-
SAID-0009734,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,10/12/2022,T-36-GC-HC,-
SAID-0011850,"True Manufacturing Co., Inc.",Heavy Machinery,0,4/29/2019,True TBB-24-72G-HC-LD,-
SAID-0008602,"Hoshizaki America, Inc.",Stand,0,10/1/2013,SD-500,-
SAID-0009876,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,9/1/2021,TUC-27F,-
SAID-0000567,"Hoshizaki America, Inc.",Bin,0,12/1/2013,B-1300SS,-
SAID-0006774,"Hoshizaki America, Inc.",Ice Maker,650,6/1/2009,KM-650MWH,10/25/2023
SAID-0000341,"Follett Products, LLC",Bin,0,3/26/2021,SG1300S-48,5/24/2024
SAID-0008804,"Hoshizaki America, Inc.",Remote Condenser,0,1/1/2007,URC-20F,5/24/2024
SAID-0005491,"Hoshizaki America, Inc.",Ice Maker,2000,12/1/2007,KM-2000SRH3,5/24/2024
SAID-0008100,"Hoshizaki America, Inc.",Ice Maker,500,8/1/2018,KML-500MAJ,5/24/2024
SAID-0010632,"Hoshizaki America, Inc.",Ice Maker,#N/A,3/4/2008,FH1-AAC,5/24/2024
SAID-0003794,"Hoshizaki America, Inc.",Ice Maker,1002,3/1/2021,F-1002MAJ,5/24/2024
SAID-0003764,"Hoshizaki America, Inc.",Ice Maker,1001,8/1/2008,F-1001MAH,5/24/2024
SAID-0009284,Manitowoc Ice,Ice Maker,522,7/17/2013,ID0522A,5/24/2024
SAID-0004614,"Hoshizaki America, Inc.",Ice Maker,500,10/14/2022,IM-500SAB,-
SAID-0001917,"Hoshizaki America, Inc.",Bin,0,8/1/2009,B-500PF,-
SAID-0000469,"Hoshizaki America, Inc.","Ice Maker, Self Contained",50,4/1/2013,AM-50BAE,-
SAID-0003263,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,7/1/2018,CRMR72-30M,-
SAID-0007180,"Hoshizaki America, Inc.",Ice Maker,410,7/1/2012,KMD-410MAH,-
SAID-0003181,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,11/1/2011,CRMF27,-
SAID-0007832,"Hoshizaki America, Inc.",Ice Maker,451,8/1/2016,KML-451MAH,5/21/2024
SAID-0007831,"Hoshizaki America, Inc.",Ice Maker,451,8/1/2016,KML-451MAH,-
SAID-0000597,"Hoshizaki America, Inc.",Bin,0,1/1/2018,B-1300SS,5/21/2024
SAID-0001732,"Hoshizaki America, Inc.",Bin,0,2/1/2019,B-500PF,5/21/2024
SAID-0002272,"Hoshizaki America, Inc.",Bin,0,2/1/2018,B-700PF,5/21/2024
SAID-0010231,"Hoshizaki America, Inc.",Bin,0,3/1/2022,B-700SF,5/15/2024
SAID-0002299,"Hoshizaki America, Inc.",Bin,0,10/1/2018,B-700PF,-
SAID-0003710,"Hoshizaki America, Inc.",Water and Ice Dispenser,0,8/1/2018,DM-200B,5/21/2024
SAID-0003709,"Hoshizaki America, Inc.",Water and Ice Dispenser,0,8/1/2018,DM-200B,5/21/2024
SAID-0004135,"Hoshizaki America, Inc.",Ice Maker,200,2/1/2018,IM-200BAB,5/21/2024
SAID-0004134,"Hoshizaki America, Inc.",Ice Maker,200,2/1/2018,IM-200BAB,5/21/2024
SAID-0004317,"Hoshizaki America, Inc.",Ice Maker,500,4/1/2016,IM-500SAA,5/21/2024
SAID-0005167,"Hoshizaki America, Inc.",Ice Maker,151,4/1/2014,KM-151BWH,-
SAID-0007192,"Hoshizaki America, Inc.",Ice Maker,410,7/1/2014,KMD-410MAH,-
SAID-0009491,Manitowoc Ice,Ice Maker,425,3/5/2018,SY0425W,5/16/2024
SAID-0005941,"Hoshizaki America, Inc.",Ice Maker,340,7/1/2015,KM-340MAH,5/15/2024
SAID-0007972,"Hoshizaki America, Inc.",Ice Maker,451,9/11/2014,KML-451MWH,-
SAID-0008743,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,2/1/2020,UR27A,-
SAID-0008737,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,8/1/2019,UF27A,-
SAID-0005539,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BAH,5/15/2024
SAID-0008213,"Hoshizaki America, Inc.",Ice Maker,631,11/1/2013,KML-631MAH,-
SAID-0004002,"Hoshizaki America, Inc.",Ice Maker,801,3/1/2012,F-801MAH-C,-
SAID-0006673,"Hoshizaki America, Inc.",Ice Maker,630,1/1/2005,KM-630MWH,-
SAID-0007952,"Hoshizaki America, Inc.",Ice Maker,451,3/1/2011,KML-451MWH,-
SAID-0006349,"Hoshizaki America, Inc.",Ice Maker,515,2/28/2017,KM-515MAH,5/15/2024
SAID-0003339,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,6/1/2015,DCM-270BAH,-
SAID-0004000,"Hoshizaki America, Inc.",Ice Maker,800,12/1/2022,F-800MAH,-
SAID-0008362,"Hoshizaki America, Inc.",Ice Maker,700,11/1/2019,KML-700MRJ,-
SAID-0005449,"Hoshizaki America, Inc.",Ice Maker,1900,3/1/2015,KM-1900SWH,-
SAID-0008113,"Hoshizaki America, Inc.",Ice Maker,500,11/1/2018,KML-500MAJ,-
SAID-0005893,"Hoshizaki America, Inc.",Ice Maker,320,7/1/2011,KM-320MAH,-
SAID-0007139,"Hoshizaki America, Inc.",Ice Maker,901,7/1/2008,KM-901MWH,-
SAID-0008355,"Hoshizaki America, Inc.",Ice Maker,700,7/1/2020,KML-700MAJ,-
SAID-0005118,"Hoshizaki America, Inc.",Ice Maker,1340,10/1/2007,KM-1340MWH,-
SAID-0004011,"Hoshizaki America, Inc.",Ice Maker,801,7/1/2014,F-801MAH-C,5/15/2024
SAID-0006855,"Hoshizaki America, Inc.",Ice Maker,900,4/1/2008,KM-900MWH,-
SAID-0009275,Manitowoc Ice,Ice Maker,522,7/17/2013,ID0522A,5/15/2024
SAID-0005252,"Hoshizaki America, Inc.",Ice Maker,1601,12/1/2019,KM-1601SAJ,-
SAID-0001360,"Hoshizaki America, Inc.",Bin,0,12/1/2012,B-500PF,-
SAID-0012112,"Hoshizaki America, Inc.",Bin,0,11/6/2013,B-700PF,-
SAID-0008658,"Hoshizaki America, Inc.",Preparation Table,0,4/1/2019,SR27A-8,-
SAID-0011571,"Hoshizaki America, Inc.",Stand,0,3/8/2015,SD-450,-
SAID-0010078,"Hoshizaki America, Inc.",Stand,0,5/1/2016,SD-200,-
SAID-0011250,"Hoshizaki America, Inc.",Ice Maker,1340,6/23/2011,KM-1340MWH,-
SAID-0003375,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,7/1/2017,DCM-270BAH,5/17/2024
SAID-0011205,"Hoshizaki America, Inc.",Water and Ice Dispenser,0,7/28/2020,DCM-300BAH-OS,-
SAID-0010182,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,5/1/2020,DCM-300BAH-OS,5/17/2024
SAID-0010180,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,5/1/2020,DCM-300BAH-OS,5/17/2024
SAID-0010183,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,5/1/2020,DCM-300BAH-OS,5/17/2024
SAID-0000529,"Hoshizaki America, Inc.",Bin,0,11/1/2018,B-1150SS,5/17/2024
SAID-0000233,"Follett Products, LLC",Bin,0,2/22/2020,DEV1325SG-60,-
SAID-0008579,"Hoshizaki America, Inc.",Stand,0,7/1/2017,SD-450,-
SAID-0010277,"Hoshizaki America, Inc.",Bin,0,2/1/2017,B-250PF,-
SAID-0012101,"Hoshizaki America, Inc.",Water and Ice Dispenser,271,5/16/2024,DCM-271BAH,5/16/2024
SAID-0012102,"Hoshizaki America, Inc.",Water and Ice Dispenser,271,5/16/2024,DCM-271BAH,5/16/2024
SAID-0012103,"Hoshizaki America, Inc.",Water and Ice Dispenser,271,5/16/2024,DCM-271BAH,5/16/2024
SAID-0010088,"Hoshizaki America, Inc.",Ice Maker,451,10/1/2016,KML-451MWH,5/16/2024
SAID-0006366,"Hoshizaki America, Inc.",Ice Maker,515,4/1/2017,KM-515MAH,5/16/2024
SAID-0011583,"Hoshizaki America, Inc.",Ice Maker,1601,8/14/2023,KM-1601SAJ,5/16/2024
SAID-0011582,"Hoshizaki America, Inc.",Ice Maker,1601,8/14/2023,KM-1601SAJ,5/16/2024
SAID-0010111,"Hoshizaki America, Inc.",Ice Maker,1100,6/1/2017,KM-1100MAH,5/16/2024
SAID-0003987,"Hoshizaki America, Inc.",Ice Maker,450,6/1/2022,F-450MAJ-C,5/16/2024
SAID-0003949,"Hoshizaki America, Inc.",Ice Maker,450,3/1/2021,F-450MAJ,5/16/2024
SAID-0010152,"Hoshizaki America, Inc.",Water and Ice Dispenser,0,8/1/2018,DM-200B,5/16/2024
SAID-0010226,"Hoshizaki America, Inc.",Bin,0,4/1/2019,B-700PF,5/16/2024
SAID-0002284,"Hoshizaki America, Inc.",Bin,0,7/1/2018,B-700PF,5/16/2024
SAID-0002285,"Hoshizaki America, Inc.",Bin,0,7/1/2018,B-700PF,5/16/2024
SAID-0004586,"Hoshizaki America, Inc.",Ice Maker,500,3/1/2022,IM-500SAB,5/16/2024
SAID-0004588,"Hoshizaki America, Inc.",Ice Maker,500,3/1/2022,IM-500SAB,5/16/2024
SAID-0005462,"Hoshizaki America, Inc.",Ice Maker,1900,7/1/2014,KM-1900SWH3,5/16/2024
SAID-0010229,"Hoshizaki America, Inc.",Bin,0,10/1/2016,B-700PF,5/16/2024
SAID-0010199,"Hoshizaki America, Inc.",Ice Maker,500,5/1/2016,IM-500SAA,5/16/2024
SAID-0011596,"Hoshizaki America, Inc.",Ice Maker,1301,11/17/2023,KM-1301SAJ,5/16/2024
SAID-0009288,Manitowoc Ice,Ice Maker,522,7/17/2013,ID0522A,5/16/2024
SAID-0000847,"Hoshizaki America, Inc.",Bin,0,3/1/2007,B-300PD,5/16/2024
SAID-0001772,"Hoshizaki America, Inc.",Bin,0,7/1/2021,B-500PF,5/16/2024
SAID-0007231,"Hoshizaki America, Inc.",Ice Maker,410,10/1/2016,KMD-410MAH,5/16/2024
SAID-0002952,"Hoshizaki America, Inc.",Bin,0,12/1/2004,B-900PF,5/16/2024
SAID-0008246,"Hoshizaki America, Inc.",Ice Maker,631,6/1/2012,KML-631MWH,5/16/2024
SAID-0001901,"Hoshizaki America, Inc.",Bin,0,8/1/2008,B-500PF,5/16/2024
SAID-0005698,"Hoshizaki America, Inc.",Ice Maker,250,4/1/2021,KM-250BWF,5/16/2024
SAID-0001411,"Hoshizaki America, Inc.",Bin,0,7/1/2013,B-500PF,5/16/2024
SAID-0008488,"Hoshizaki America, Inc.",Stand,0,7/1/2017,SD-200,5/16/2024
SAID-0005829,"Hoshizaki America, Inc.",Ice Maker,260,10/1/2017,KM-260BWH,5/16/2024
SAID-0009663,Scotsman Ice Systems,Ice Maker,222,9/21/2018,EH222-SL-1,5/16/2024
SAID-0009602,"Nor-Lake, Inc.",Walk-In,0,3/25/2021,KL741010-C,5/16/2024
SAID-0009123,Koolaire,Ice Maker,500,3/25/2021,KDT-0500A,5/16/2024
SAID-0009029,Manitowoc Ice,Bin,0,3/25/2021,D970,5/16/2024
SAID-0009598,"Nor-Lake, Inc.",Walk-In,0,3/25/2021,CPB075-S-0,5/16/2024
SAID-0004440,"Hoshizaki America, Inc.",Ice Maker,500,12/1/2017,IM-500SAA,5/16/2024
SAID-0005636,"Hoshizaki America, Inc.",Ice Maker,230,4/1/2019,KM-230BAJ,5/16/2024
SAID-0005465,"Hoshizaki America, Inc.",Ice Maker,1900,5/1/2015,KM-1900SWH3,5/16/2024
SAID-0007059,"Hoshizaki America, Inc.",Ice Maker,901,3/1/2011,KM-901MWH,5/16/2024
SAID-0004005,"Hoshizaki America, Inc.",Ice Maker,801,2/1/2013,F-801MAH-C,5/16/2024
SAID-0005746,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2011,KM-260BAH,5/16/2024
SAID-0008004,"Hoshizaki America, Inc.",Ice Maker,451,12/1/2008,KML-451MWH,5/16/2024
SAID-0004835,"Hoshizaki America, Inc.",Ice Maker,1301,7/1/2014,KM-1301SAH,5/16/2024
SAID-0004822,"Hoshizaki America, Inc.",Ice Maker,1301,3/1/2012,KM-1301SAH,5/16/2024
SAID-0006084,"Hoshizaki America, Inc.",Ice Maker,500,8/1/2004,KM-500MAH,5/16/2024
SAID-0007902,"Hoshizaki America, Inc.",Ice Maker,451,6/1/2008,KML-451MAH,5/16/2024
SAID-0011158,Manitowoc Ice,Ice Maker,#N/A,10/14/2008,SY0604A,5/16/2024
SAID-0011622,Manitowoc Ice,Ice Dispenser,0,11/30/2023,SPA162,5/16/2024
SAID-0011621,Manitowoc Ice,Ice Dispenser,0,11/30/2023,SPA162,5/16/2024
SAID-0011619,Manitowoc Ice,Ice Dispenser,0,11/30/2023,SPA162,5/16/2024
SAID-0011617,Manitowoc Ice,Ice Dispenser,0,11/30/2023,SPA162,5/16/2024
SAID-0011616,Manitowoc Ice,Ice Dispenser,0,11/30/2023,SPA162,5/16/2024
SAID-0011614,Manitowoc Ice,Ice Dispenser,0,11/30/2023,SPA162,5/16/2024
SAID-0008643,"Hoshizaki America, Inc.",Stand,0,12/1/2009,SD-500,5/16/2024
SAID-0008581,"Hoshizaki America, Inc.",Stand,0,3/1/2018,SD-450,5/16/2024
SAID-0008569,"Hoshizaki America, Inc.",Stand,0,4/26/2017,SD-450,5/16/2024
SAID-0010177,"Hoshizaki America, Inc.",Stand,0,3/1/2020,SD-200,5/16/2024
SAID-0009011,"ITV Ice Makers, Inc.",Bin,0,7/20/2022,S-900,5/16/2024
SAID-0008996,"ITV Ice Makers, Inc.",Bin,0,8/17/2021,S-500,5/16/2024
SAID-0009629,"Nor-Lake, Inc.",Ice Crusher,0,10/27/2006,N14CRSS-A,5/16/2024
SAID-0009218,"Leer, Inc.",Merchandizer,0,2/11/2014,M380CS,5/16/2024
SAID-0000267,"Follett Products, LLC",Bin,0,10/27/2006,LSG1325S,5/16/2024
SAID-0011516,"Hoshizaki America, Inc.",Ice Maker,500,10/30/2023,KML-500MAJ,5/16/2024
SAID-0004787,"Hoshizaki America, Inc.",Ice Maker,1300,10/1/2006,KM-1300SWH,5/16/2024
SAID-0004700,"Hoshizaki America, Inc.",Ice Maker,1200,4/11/2003,KM-1200SWE,5/16/2024
SAID-0002903,"Hoshizaki America, Inc.",Bin,0,10/1/2019,B-900PF,5/16/2024
SAID-0001161,"Hoshizaki America, Inc.",Bin,0,6/1/2004,B-300PF,5/16/2024
SAID-0006103,"Hoshizaki America, Inc.",Ice Maker,500,11/1/2018,KM-500MWE,5/16/2024
SAID-0005673,"Hoshizaki America, Inc.",Ice Maker,2500,5/1/2014,KM-2500SRH3,5/16/2024
SAID-0001063,"Hoshizaki America, Inc.",Bin,0,1/1/2018,B-300PF,5/16/2024
SAID-0006837,"Hoshizaki America, Inc.",Ice Maker,900,5/1/2019,KM-900MWF,5/16/2024
SAID-0000285,"Follett Products, LLC",Bin,0,3/26/2021,LSG1650S,5/16/2024
SAID-0002448,"Hoshizaki America, Inc.",Bin,0,7/1/2006,B-700PF,5/16/2024
SAID-0000677,"Hoshizaki America, Inc.",Bin,0,1/1/2010,B-1500SS,5/16/2024
SAID-0001572,"Hoshizaki America, Inc.",Bin,0,8/1/2016,B-500PF,5/16/2024
SAID-0001459,"Hoshizaki America, Inc.",Bin,0,11/1/2014,B-500PF,5/16/2024
SAID-0006758,"Hoshizaki America, Inc.",Ice Maker,650,6/1/2014,KM-650MWH,5/16/2024
SAID-0004870,"Hoshizaki America, Inc.",Ice Maker,1301,7/1/2009,KM-1301SAH,5/16/2024
SAID-0000795,"Hoshizaki America, Inc.",Bin,0,11/1/2021,B-250PF,5/16/2024
SAID-0002014,"Hoshizaki America, Inc.",Bin,0,4/1/2015,B-700PD,5/16/2024
SAID-0001168,"Hoshizaki America, Inc.",Bin,0,5/1/2005,B-300PF,5/16/2024
SAID-0001118,"Hoshizaki America, Inc.",Bin,0,6/1/2019,B-300PF,5/16/2024
SAID-0001777,"Hoshizaki America, Inc.",Bin,0,3/1/2022,B-500PF,5/16/2024
SAID-0007614,"Hoshizaki America, Inc.",Ice Maker,450,11/1/2004,KML-450MWH,5/16/2024
SAID-0001293,"Hoshizaki America, Inc.",Bin,0,4/1/2020,B-500PD,5/16/2024
SAID-0006181,"Hoshizaki America, Inc.",Ice Maker,501,11/1/2007,KM-501MWH,5/16/2024
SAID-0001593,"Hoshizaki America, Inc.",Bin,0,6/1/2017,B-500PF,5/16/2024
SAID-0003927,"Hoshizaki America, Inc.",Ice Maker,450,5/1/2008,F-450MAH,5/16/2024
SAID-0002501,"Hoshizaki America, Inc.",Bin,0,3/1/2011,B-800PF,5/16/2024
SAID-0007057,"Hoshizaki America, Inc.",Ice Maker,901,1/1/2011,KM-901MWH,5/16/2024
SAID-0006190,"Hoshizaki America, Inc.",Ice Maker,515,6/1/2011,KM-515MAH,5/16/2024
SAID-0001273,"Hoshizaki America, Inc.",Bin,0,3/1/2017,B-500PD,5/16/2024
SAID-0006198,"Hoshizaki America, Inc.",Ice Maker,515,8/1/2011,KM-515MAH,5/16/2024
SAID-0001400,"Hoshizaki America, Inc.",Bin,0,5/1/2013,B-500PF,5/16/2024
SAID-0006552,"Hoshizaki America, Inc.",Ice Maker,515,3/1/2010,KM-515MWH,5/16/2024
SAID-0000828,"Hoshizaki America, Inc.",Bin,0,11/1/2010,B-250PF,5/16/2024
SAID-0008538,"Hoshizaki America, Inc.",Stand,0,7/15/2016,SD-270,5/16/2024
SAID-0008539,"Hoshizaki America, Inc.",Stand,0,2/1/2016,SD-270,5/16/2024
SAID-0003362,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,6/1/2016,DCM-270BAH,5/16/2024
SAID-0003323,"Hoshizaki America, Inc.",Water and Ice Maker/Dispenser,0,10/1/2014,DCM-270BAH,5/15/2024
SAID-0003744,"Hoshizaki America, Inc.",Water and Ice Dispenser,0,10/1/2008,DM-200B,5/15/2024
SAID-0008528,"Hoshizaki America, Inc.",Stand,0,8/1/2007,SD-200,5/15/2024
SAID-0007582,"Hoshizaki America, Inc.",Ice Maker,351,4/1/2011,KML-351MWH,5/15/2024
SAID-0005023,"Hoshizaki America, Inc.",Ice Maker,1301,12/1/2010,KM-1301SWH,5/15/2024
SAID-0002498,"Hoshizaki America, Inc.",Bin,0,1/1/2011,B-800PF,5/15/2024
SAID-0004007,"Hoshizaki America, Inc.",Ice Maker,801,12/1/2013,F-801MAH-C,5/15/2024
SAID-0005168,"Hoshizaki America, Inc.",Ice Maker,1600,2/1/2005,KM-1600MRH3,5/15/2024
SAID-0006434,"Hoshizaki America, Inc.",Ice Maker,515,12/1/2011,KM-515MWH,5/15/2024
SAID-0004106,"Hoshizaki America, Inc.",Refrigerator/Freezer,0,10/16/2020,HBC-50,5/15/2024
SAID-0009776,"True Manufacturing Co., Inc.",Refrigerator/Freezer,0,6/14/2019,TBB-24-48G-SD,5/15/2024
